lat,lon,val,year
6,159,0.001,1990
30,99,0.002,1990
45,-109,0.0,1990
42,115,0.007,1990
4,-54,0.0,1990
-16,-67,0.014,1990
21,-103,0.006,1990
-20,-64,0.004,1990
-40,-69,0.001,1990
32,64,0.001,1990
28,67,0.006,1990
8,22,0.0,1990
-15,133,0.0,1990
-16,20,0.0,1990
55,42,0.006,1990
32,-81,0.01,1990
31,36,0.067,1990
9,80,0.016,1990
42,-91,0.006,1990
19,54,0.001,1990
21,111,0.163,1990
-3,-51,0.001,1990
33,119,0.15,1990
65,21,0.002,1990
46,49,0.015,1990
43,77,0.043,1990
45,130,0.018,1990
4,119,0.006,1990
22,59,0.002,1990
9,-82,0.003,1990
46,-60,0.002,1990
-14,15,0.006,1990
-15,-76,0.001,1990
57,15,0.007,1990
52,9,0.056,1990
10,120,0.004,1990
24,87,0.134,1990
0,-51,0.005,1990
-5,123,0.013,1990
-24,-53,0.01,1990
-28,-58,0.015,1990
43,0,0.019,1990
24,70,0.023,1990
-9,33,0.012,1990
20,73,0.037,1990
13,104,0.034,1990
43,41,0.012,1990
23,78,0.095,1990
20,-72,0.001,1990
38,-4,0.006,1990
0,-77,0.016,1990
-9,-35,0.056,1990
25,109,0.034,1990
-13,34,0.013,1990
61,18,0.001,1990
58,40,0.002,1990
34,50,0.027,1990
49,88,0.0,1990
48,-99,0.001,1990
-42,176,0.002,1990
20,86,0.156,1990
-18,30,0.007,1990
53,44,0.006,1990
29,18,0.001,1990
5,16,0.003,1990
49,-74,0.0,1990
48,131,0.006,1990
14,121,0.21,1990
63,19,0.001,1990
40,54,0.001,1990
36,57,0.005,1990
16,52,0.0,1990
50,128,0.01,1990
39,30,0.021,1990
54,12,0.006,1990
16,-61,0.011,1990
27,80,0.196,1990
29,101,0.001,1990
14,78,0.067,1990
7,13,0.003,1990
41,125,0.026,1990
-17,23,0.002,1990
54,27,0.01,1990
30,29,0.001,1990
41,142,0.003,1990
12,124,0.024,1990
41,43,0.014,1990
18,98,0.004,1990
36,117,0.195,1990
17,33,0.003,1990
32,109,0.051,1990
-7,23,0.011,1990
27,-101,0.005,1990
45,-73,0.12,1990
21,-83,0.0,1990
55,-131,0.001,1990
52,105,0.026,1990
-40,-65,0.0,1990
32,36,0.094,1990
31,7,0.001,1990
32,-109,0.001,1990
31,120,0.191,1990
9,124,0.037,1990
46,-2,0.001,1990
-2,-50,0.003,1990
18,-13,0.001,1990
42,28,0.016,1990
4,99,0.008,1990
19,-77,0.002,1990
18,38,0.006,1990
33,4,0.004,1990
-5,-75,0.0,1990
-14,51,0.001,1990
-15,-48,0.002,1990
57,-5,0.0,1990
52,37,0.017,1990
13,38,0.013,1990
-10,-41,0.002,1990
-11,36,0.006,1990
-18,-71,0.003,1990
-20,27,0.002,1990
56,89,0.001,1990
33,-94,0.007,1990
44,15,0.001,1990
43,-4,0.006,1990
20,37,0.0,1990
-4,27,0.006,1990
47,8,0.075,1990
44,-98,0.001,1990
23,114,0.27,1990
38,24,0.051,1990
14,10,0.006,1990
10,-3,0.009,1990
47,89,0.002,1990
-34,152,0.079,1990
38,-121,0.062,1990
14,25,0.001,1990
29,5,0.001,1990
-9,-78,0.016,1990
20,98,0.018,1990
-19,-39,0.003,1990
53,0,0.046,1990
-23,150,0.0,1990
49,1,0.028,1990
48,40,0.046,1990
38,97,0.0,1990
35,-99,0.001,1990
16,1,0.004,1990
53,-115,0.0,1990
48,119,0.001,1990
29,-85,0.0,1990
63,39,0.001,1990
40,26,0.002,1990
16,40,0.002,1990
11,120,0.002,1990
-8,14,0.002,1990
26,-98,0.016,1990
-12,-47,0.001,1990
-32,28,0.013,1990
40,-87,0.006,1990
36,-76,0.038,1990
17,82,0.05,1990
50,19,0.094,1990
12,-70,0.001,1990
27,108,0.076,1990
7,49,0.003,1990
41,105,0.0,1990
3,46,0.006,1990
-16,168,0.0,1990
-21,56,0.004,1990
51,83,0.002,1990
50,-122,0.0,1990
30,9,0.001,1990
7,-62,0.001,1990
41,-6,0.005,1990
-17,-52,0.001,1990
-38,-58,0.003,1990
-6,13,0.014,1990
45,6,0.045,1990
60,59,0.001,1990
41,-121,0.0,1990
17,-3,0.0,1990
-6,-64,0.0,1990
-7,35,0.002,1990
-26,-61,0.001,1990
41,-104,0.003,1990
51,30,0.006,1990
32,-8,0.039,1990
27,40,0.002,1990
4,33,0.003,1990
21,98,0.009,1990
-1,122,0.001,1990
32,-89,0.005,1990
31,92,0.001,1990
46,42,0.007,1990
8,-83,0.003,1990
22,36,0.0,1990
19,30,0.001,1990
-10,-64,0.002,1990
-2,22,0.001,1990
-5,40,0.031,1990
69,20,0.001,1990
37,35,0.02,1990
-2,133,0.001,1990
10,93,0.0,1990
-10,36,0.008,1990
-14,-41,0.005,1990
-34,22,0.001,1990
56,46,0.003,1990
37,-108,0.001,1990
52,49,0.003,1990
13,10,0.016,1990
46,91,0.001,1990
-11,24,0.002,1990
-34,-59,0.005,1990
56,93,0.024,1990
-38,-60,0.002,1990
-30,-57,0.003,1990
47,27,0.037,1990
44,11,0.055,1990
-33,-65,0.002,1990
19,106,0.109,1990
-23,-45,0.03,1990
-24,34,0.001,1990
58,45,0.001,1990
20,-96,0.004,1990
35,78,0.002,1990
-38,150,0.0,1990
34,39,0.004,1990
15,27,0.001,1990
10,33,0.002,1990
47,109,0.0,1990
-9,118,0.011,1990
38,-93,0.004,1990
34,-6,0.04,1990
15,-84,0.001,1990
49,16,0.023,1990
25,38,0.002,1990
2,39,0.001,1990
1,28,0.003,1990
16,102,0.026,1990
6,122,0.008,1990
68,65,0.0,1990
49,-99,0.002,1990
48,76,0.0,1990
26,96,0.007,1990
40,111,0.038,1990
2,-70,0.0,1990
38,125,0.004,1990
16,-11,0.003,1990
50,85,0.001,1990
12,-8,0.031,1990
63,75,0.001,1990
-31,28,0.011,1990
-20,-49,0.004,1990
40,-2,0.002,1990
36,1,0.014,1990
35,26,0.01,1990
-31,-55,0.004,1990
6,-67,0.001,1990
3,9,0.003,1990
40,-115,0.001,1990
39,102,0.0,1990
54,68,0.002,1990
50,55,0.001,1990
30,54,0.004,1990
26,49,0.002,1990
60,-135,0.001,1990
6,48,0.004,1990
3,26,0.002,1990
51,111,0.001,1990
12,101,0.006,1990
45,25,0.025,1990
-3,13,0.002,1990
-7,-46,0.002,1990
30,88,0.0,1990
-27,27,0.013,1990
42,144,0.007,1990
60,23,0.011,1990
32,101,0.001,1990
31,-114,0.003,1990
28,40,0.001,1990
8,-13,0.025,1990
-30,-66,0.002,1990
55,69,0.002,1990
51,74,0.001,1990
-3,115,0.011,1990
31,63,0.001,1990
28,-105,0.007,1990
27,68,0.046,1990
42,-78,0.037,1990
22,-83,0.019,1990
21,86,0.056,1990
-1,14,0.0,1990
-2,-57,0.0,1990
-5,-45,0.007,1990
32,-117,0.055,1990
43,120,0.009,1990
45,93,0.0,1990
55,103,0.001,1990
-2,34,0.011,1990
-25,25,0.002,1990
57,70,0.0,1990
37,55,0.011,1990
33,60,0.003,1990
28,100,0.003,1990
9,34,0.004,1990
-9,24,0.002,1990
-4,120,0.04,1990
22,122,0.002,1990
37,-88,0.008,1990
8,101,0.011,1990
46,119,0.0,1990
43,-93,0.005,1990
-11,124,0.014,1990
0,41,0.003,1990
-23,34,0.001,1990
-5,143,0.002,1990
47,47,0.001,1990
43,52,0.006,1990
24,-110,0.002,1990
23,73,0.192,1990
1,105,0.018,1990
-4,-45,0.01,1990
11,35,0.005,1990
14,45,0.046,1990
25,84,0.264,1990
-13,21,0.001,1990
58,17,0.007,1990
37,123,0.04,1990
34,75,0.072,1990
-4,130,0.003,1990
11,-12,0.021,1990
48,-118,0.0,1990
10,21,0.001,1990
5,-58,0.001,1990
1,-57,0.0,1990
53,71,0.002,1990
49,76,0.001,1990
29,45,0.001,1990
14,18,0.001,1990
25,50,0.002,1990
2,11,0.005,1990
-18,-46,0.003,1990
-19,33,0.016,1990
49,-103,0.001,1990
-8,-72,0.001,1990
-12,-69,0.0,1990
25,-97,0.018,1990
40,83,0.002,1990
39,-88,0.009,1990
50,121,0.001,1990
12,20,0.002,1990
-7,114,0.025,1990
14,107,0.004,1990
-37,149,0.001,1990
62,130,0.004,1990
59,36,0.001,1990
39,57,0.001,1990
36,-99,0.001,1990
35,54,0.005,1990
30,-89,0.013,1990
-8,-42,0.003,1990
7,40,0.036,1990
-17,34,0.006,1990
54,32,0.015,1990
-4,-50,0.001,1990
30,66,0.001,1990
26,69,0.06,1990
7,-7,0.019,1990
-20,34,0.012,1990
-3,-60,0.026,1990
-19,-44,0.004,1990
-26,25,0.001,1990
-27,-54,0.007,1990
21,75,0.072,1990
30,100,0.002,1990
42,116,0.006,1990
4,-53,0.0,1990
-16,-66,0.0,1990
21,-100,0.014,1990
-20,-63,0.001,1990
-40,-68,0.002,1990
32,73,0.073,1990
28,68,0.014,1990
-16,13,0.001,1990
-5,-41,0.006,1990
55,41,0.007,1990
32,-80,0.012,1990
31,35,0.069,1990
9,79,0.123,1990
42,-90,0.007,1990
19,53,0.001,1990
-2,-45,0.003,1990
65,24,0.0,1990
46,50,0.001,1990
43,84,0.007,1990
45,129,0.024,1990
4,120,0.002,1990
22,60,0.003,1990
9,-83,0.021,1990
46,-63,0.003,1990
-14,16,0.011,1990
52,10,0.061,1990
24,88,0.168,1990
0,-50,0.003,1990
34,126,0.001,1990
-5,122,0.006,1990
-24,-52,0.015,1990
-28,-57,0.002,1990
43,-1,0.023,1990
24,71,0.011,1990
58,83,0.001,1990
20,74,0.102,1990
-1,11,0.001,1990
13,103,0.025,1990
43,16,0.004,1990
23,77,0.066,1990
38,-7,0.014,1990
0,-76,0.005,1990
47,100,0.0,1990
25,112,0.071,1990
-13,33,0.005,1990
61,17,0.003,1990
58,37,0.002,1990
34,47,0.023,1990
49,87,0.001,1990
48,-98,0.001,1990
20,87,0.165,1990
-33,-56,0.002,1990
-18,35,0.004,1990
53,43,0.005,1990
29,17,0.0,1990
5,15,0.002,1990
48,132,0.001,1990
-19,178,0.001,1990
63,18,0.001,1990
36,58,0.009,1990
16,45,0.011,1990
50,125,0.002,1990
39,29,0.028,1990
54,9,0.005,1990
-55,-66,0.0,1990
27,79,0.257,1990
29,104,0.107,1990
41,128,0.013,1990
-17,22,0.0,1990
54,28,0.008,1990
53,95,0.0,1990
30,30,0.019,1990
41,141,0.017,1990
-21,-53,0.0,1990
64,29,0.001,1990
41,30,0.081,1990
18,95,0.013,1990
36,118,0.246,1990
17,36,0.002,1990
32,110,0.043,1990
-7,26,0.005,1990
27,-102,0.0,1990
45,-78,0.0,1990
41,-69,0.001,1990
21,-80,0.001,1990
52,106,0.001,1990
31,6,0.001,1990
-16,49,0.007,1990
32,-108,0.001,1990
31,119,0.212,1990
9,123,0.022,1990
46,3,0.01,1990
18,-12,0.001,1990
6,-8,0.018,1990
66,15,0.001,1990
6,117,0.009,1990
42,25,0.033,1990
18,35,0.001,1990
33,3,0.003,1990
14,40,0.027,1990
-15,-49,0.004,1990
22,103,0.011,1990
52,38,0.006,1990
13,37,0.005,1990
47,-91,0.001,1990
-10,-40,0.011,1990
-11,35,0.008,1990
56,90,0.002,1990
33,-95,0.004,1990
44,16,0.011,1990
43,-5,0.033,1990
58,103,0.004,1990
-4,28,0.005,1990
-10,161,0.002,1990
47,7,0.029,1990
44,-97,0.002,1990
-13,-44,0.003,1990
23,113,0.122,1990
38,21,0.003,1990
14,-1,0.004,1990
10,-2,0.014,1990
47,88,0.002,1990
38,-120,0.006,1990
6,39,0.085,1990
14,26,0.001,1990
29,8,0.001,1990
-9,-79,0.017,1990
20,99,0.004,1990
53,-1,0.154,1990
49,4,0.023,1990
48,17,0.08,1990
40,140,0.001,1990
38,98,0.0,1990
35,-92,0.005,1990
16,2,0.001,1990
53,-112,0.002,1990
12,-3,0.012,1990
48,120,0.002,1990
29,-90,0.032,1990
40,27,0.012,1990
16,17,0.0,1990
-8,15,0.005,1990
-12,-46,0.001,1990
40,-86,0.016,1990
39,129,0.0,1990
17,81,0.07,1990
50,20,0.093,1990
12,-69,0.002,1990
27,107,0.104,1990
7,48,0.004,1990
41,108,0.016,1990
3,45,0.005,1990
51,82,0.008,1990
50,-125,0.001,1990
-15,50,0.009,1990
30,10,0.001,1990
7,-63,0.005,1990
41,-7,0.016,1990
-17,-53,0.001,1990
-6,14,0.023,1990
30,121,0.273,1990
23,96,0.02,1990
45,5,0.082,1990
60,60,0.002,1990
-4,-41,0.009,1990
17,0,0.001,1990
-6,-67,0.0,1990
28,13,0.0,1990
-26,-60,0.001,1990
41,-105,0.001,1990
-8,132,0.002,1990
51,29,0.006,1990
32,1,0.001,1990
27,39,0.002,1990
4,34,0.002,1990
21,97,0.041,1990
-1,121,0.003,1990
-3,-42,0.002,1990
32,-88,0.005,1990
46,31,0.055,1990
8,-82,0.014,1990
19,29,0.001,1990
-2,27,0.002,1990
-5,39,0.025,1990
69,19,0.001,1990
57,105,0.0,1990
37,30,0.019,1990
-2,134,0.001,1990
-10,33,0.007,1990
-14,-40,0.008,1990
-34,27,0.004,1990
56,47,0.004,1990
52,50,0.007,1990
13,9,0.031,1990
47,-55,0.001,1990
9,6,0.013,1990
46,92,0.0,1990
-11,23,0.002,1990
-14,-57,0.0,1990
-4,134,0.001,1990
-34,-58,0.003,1990
56,94,0.004,1990
-38,-63,0.001,1990
47,26,0.016,1990
44,12,0.056,1990
19,105,0.009,1990
-8,142,0.0,1990
-24,35,0.002,1990
58,46,0.002,1990
38,49,0.031,1990
35,77,0.009,1990
37,98,0.001,1990
34,40,0.004,1990
15,26,0.001,1990
10,34,0.004,1990
47,124,0.048,1990
-33,30,0.0,1990
38,-92,0.009,1990
-8,139,0.0,1990
15,-85,0.004,1990
49,15,0.023,1990
2,40,0.001,1990
1,27,0.001,1990
16,103,0.058,1990
-22,34,0.001,1990
49,-96,0.002,1990
26,93,0.132,1990
25,-106,0.001,1990
40,112,0.04,1990
2,-73,0.001,1990
1,12,0.003,1990
38,126,0.118,1990
16,-10,0.002,1990
50,86,0.0,1990
12,-7,0.012,1990
-31,27,0.001,1990
40,-1,0.004,1990
36,2,0.029,1990
35,25,0.007,1990
-7,150,0.0,1990
-31,-52,0.005,1990
6,-66,0.0,1990
45,-120,0.0,1990
39,101,0.015,1990
54,65,0.002,1990
50,56,0.001,1990
30,59,0.004,1990
26,50,0.001,1990
6,45,0.002,1990
3,25,0.002,1990
17,-66,0.004,1990
-21,19,0.0,1990
51,110,0.001,1990
12,102,0.019,1990
45,28,0.033,1990
-25,-64,0.004,1990
-3,16,0.001,1990
-7,-47,0.003,1990
45,-87,0.004,1990
42,141,0.01,1990
60,24,0.005,1990
-29,-67,0.0,1990
17,-4,0.0,1990
32,102,0.002,1990
31,-115,0.01,1990
28,41,0.001,1990
8,-12,0.027,1990
55,68,0.001,1990
51,73,0.001,1990
31,62,0.005,1990
28,-104,0.001,1990
27,67,0.005,1990
42,-81,0.012,1990
4,-2,0.002,1990
22,-82,0.023,1990
21,85,0.048,1990
-1,13,0.001,1990
-39,-62,0.008,1990
-2,-56,0.0,1990
-5,-46,0.003,1990
32,-116,0.037,1990
46,75,0.003,1990
43,119,0.009,1990
55,102,0.001,1990
-8,-76,0.002,1990
-25,24,0.002,1990
5,9,0.027,1990
57,69,0.0,1990
37,66,0.004,1990
33,59,0.002,1990
28,101,0.003,1990
9,33,0.005,1990
-15,39,0.007,1990
37,-89,0.009,1990
46,120,0.001,1990
43,-94,0.003,1990
-11,123,0.001,1990
0,42,0.001,1990
-23,33,0.001,1990
-5,142,0.002,1990
47,46,0.001,1990
23,72,0.029,1990
-4,-44,0.011,1990
11,34,0.004,1990
-9,-41,0.002,1990
25,83,0.311,1990
-13,28,0.012,1990
58,18,0.002,1990
35,121,0.005,1990
37,118,0.16,1990
34,76,0.015,1990
-4,131,0.001,1990
49,94,0.0,1990
11,-13,0.006,1990
48,-117,0.001,1990
10,22,0.001,1990
-32,153,0.003,1990
53,50,0.037,1990
49,75,0.001,1990
29,48,0.029,1990
5,122,0.005,1990
25,49,0.002,1990
-2,105,0.004,1990
2,12,0.005,1990
-19,36,0.003,1990
68,30,0.001,1990
49,-100,0.001,1990
48,105,0.001,1990
26,129,0.002,1990
-12,-68,0.0,1990
40,84,0.002,1990
39,-89,0.011,1990
36,15,0.011,1990
50,122,0.004,1990
12,21,0.002,1990
-7,113,0.027,1990
18,123,0.002,1990
59,35,0.002,1990
39,56,0.0,1990
36,-98,0.001,1990
35,53,0.008,1990
30,-88,0.02,1990
-8,-41,0.006,1990
7,39,0.066,1990
-17,33,0.006,1990
54,29,0.018,1990
-55,-68,0.0,1990
30,23,0.0,1990
26,70,0.028,1990
7,-8,0.016,1990
6,73,0.0,1990
22,98,0.012,1990
-3,-61,0.0,1990
-26,26,0.012,1990
-27,-55,0.008,1990
45,64,0.0,1990
60,5,0.0,1990
41,65,0.003,1990
21,70,0.021,1990
30,97,0.001,1990
42,113,0.002,1990
4,-52,0.002,1990
-16,-65,0.0,1990
21,-101,0.042,1990
-20,-62,0.0,1990
-41,-62,0.0,1990
32,74,0.14,1990
28,69,0.045,1990
8,24,0.001,1990
-16,14,0.003,1990
55,40,0.012,1990
31,34,0.003,1990
-15,26,0.001,1990
21,121,0.001,1990
33,121,0.107,1990
-6,151,0.002,1990
65,23,0.001,1990
43,83,0.008,1990
45,132,0.031,1990
22,57,0.001,1990
6,2,0.069,1990
9,-80,0.001,1990
46,-62,0.001,1990
-14,13,0.001,1990
-15,-74,0.002,1990
57,17,0.003,1990
52,11,0.05,1990
-43,172,0.001,1990
24,81,0.059,1990
-5,121,0.025,1990
-24,-59,0.0,1990
-28,-56,0.003,1990
43,-2,0.044,1990
24,72,0.038,1990
58,84,0.0,1990
20,75,0.092,1990
-28,23,0.001,1990
23,108,0.066,1990
38,-6,0.013,1990
14,-92,0.015,1990
47,99,0.0,1990
25,111,0.073,1990
58,38,0.002,1990
-46,169,0.0,1990
34,48,0.033,1990
49,90,0.0,1990
48,-97,0.001,1990
-18,36,0.01,1990
53,38,0.009,1990
44,113,0.0,1990
5,26,0.001,1990
48,125,0.02,1990
63,17,0.001,1990
40,56,0.0,1990
36,59,0.014,1990
35,8,0.017,1990
16,46,0.002,1990
50,126,0.005,1990
39,28,0.032,1990
54,10,0.027,1990
27,78,0.189,1990
29,103,0.03,1990
41,127,0.032,1990
-17,21,0.0,1990
54,25,0.013,1990
53,106,0.001,1990
30,35,0.005,1990
6,37,0.015,1990
64,30,0.0,1990
41,29,0.149,1990
18,96,0.058,1990
36,119,0.183,1990
17,35,0.003,1990
32,111,0.054,1990
-7,25,0.013,1990
45,-79,0.002,1990
41,-82,0.015,1990
52,107,0.001,1990
51,24,0.016,1990
31,5,0.001,1990
-13,-43,0.003,1990
-16,50,0.006,1990
55,12,0.014,1990
32,-115,0.011,1990
31,118,0.185,1990
46,4,0.013,1990
42,-121,0.002,1990
18,-15,0.011,1990
-6,123,0.01,1990
66,16,0.0,1990
-44,-74,0.0,1990
42,26,0.027,1990
18,36,0.001,1990
-1,-74,0.0,1990
33,6,0.002,1990
-5,-69,0.001,1990
-14,49,0.006,1990
-15,-46,0.002,1990
22,104,0.02,1990
37,-6,0.026,1990
52,39,0.01,1990
13,40,0.027,1990
-10,-43,0.002,1990
24,117,0.092,1990
-33,118,0.0,1990
56,91,0.007,1990
33,-92,0.004,1990
44,17,0.024,1990
43,-6,0.005,1990
-4,29,0.018,1990
47,6,0.019,1990
44,-96,0.002,1990
-13,-45,0.002,1990
23,112,0.072,1990
38,22,0.016,1990
35,104,0.062,1990
14,0,0.006,1990
10,11,0.02,1990
47,87,0.001,1990
38,-123,0.001,1990
49,118,0.005,1990
29,7,0.001,1990
20,100,0.013,1990
53,10,0.058,1990
49,3,0.053,1990
48,18,0.052,1990
44,77,0.003,1990
38,103,0.021,1990
35,-93,0.004,1990
53,-113,0.028,1990
12,-2,0.026,1990
29,-91,0.004,1990
14,110,0.014,1990
40,28,0.011,1990
-20,-44,0.055,1990
-8,16,0.005,1990
7,94,0.001,1990
40,-85,0.018,1990
39,128,0.05,1990
17,84,0.065,1990
16,-95,0.01,1990
50,17,0.037,1990
12,-68,0.005,1990
27,106,0.098,1990
7,47,0.002,1990
41,107,0.002,1990
51,81,0.002,1990
30,-1,0.001,1990
7,-64,0.001,1990
41,-4,0.021,1990
-17,-54,0.005,1990
-6,27,0.006,1990
-35,-57,0.01,1990
30,122,0.126,1990
45,8,0.071,1990
60,61,0.001,1990
41,-119,0.0,1990
-35,150,0.001,1990
17,-1,0.001,1990
-6,-66,0.0,1990
-26,-63,0.001,1990
8,9,0.024,1990
41,-102,0.0,1990
51,36,0.011,1990
32,2,0.001,1990
28,-3,0.0,1990
27,38,0.002,1990
4,35,0.002,1990
22,-105,0.007,1990
21,100,0.008,1990
-1,120,0.014,1990
46,32,0.01,1990
8,-81,0.006,1990
19,36,0.0,1990
-2,28,0.003,1990
-5,38,0.005,1990
-10,151,0.001,1990
22,-15,0.0,1990
37,29,0.024,1990
-2,139,0.0,1990
-8,-62,0.001,1990
10,107,0.305,1990
-10,34,0.026,1990
-2,12,0.001,1990
-34,28,0.008,1990
56,48,0.034,1990
52,51,0.003,1990
-12,-67,0.0,1990
13,12,0.005,1990
9,5,0.006,1990
46,89,0.001,1990
-14,-56,0.001,1990
-34,-53,0.002,1990
56,95,0.001,1990
-38,-62,0.001,1990
47,25,0.017,1990
19,96,0.034,1990
34,-106,0.003,1990
-36,-61,0.003,1990
-23,-59,0.0,1990
-24,36,0.012,1990
44,-100,0.001,1990
58,59,0.002,1990
37,97,0.001,1990
34,37,0.031,1990
15,25,0.001,1990
10,31,0.007,1990
47,123,0.014,1990
5,-76,0.008,1990
-33,29,0.016,1990
38,-95,0.006,1990
15,-86,0.011,1990
49,18,0.041,1990
25,40,0.003,1990
2,37,0.001,1990
1,30,0.008,1990
16,104,0.059,1990
-22,31,0.003,1990
49,-97,0.023,1990
26,94,0.057,1990
25,-107,0.007,1990
40,105,0.0,1990
2,-72,0.001,1990
1,11,0.004,1990
-18,-69,0.001,1990
16,-9,0.001,1990
50,83,0.006,1990
12,-6,0.009,1990
-31,30,0.02,1990
40,0,0.005,1990
36,3,0.042,1990
29,122,0.133,1990
-31,-53,0.003,1990
6,-61,0.001,1990
39,100,0.008,1990
54,66,0.002,1990
50,53,0.001,1990
30,60,0.003,1990
26,47,0.003,1990
6,46,0.002,1990
3,16,0.002,1990
17,-67,0.001,1990
-21,18,0.0,1990
51,109,0.003,1990
12,103,0.016,1990
45,27,0.023,1990
22,84,0.044,1990
-3,15,0.001,1990
-7,-44,0.002,1990
45,-84,0.003,1990
42,142,0.028,1990
60,25,0.027,1990
32,103,0.002,1990
31,-100,0.004,1990
28,42,0.001,1990
-30,-68,0.0,1990
55,67,0.002,1990
51,64,0.001,1990
-3,109,0.002,1990
31,61,0.0,1990
9,101,0.001,1990
27,66,0.002,1990
42,-80,0.011,1990
4,-1,0.006,1990
21,88,0.098,1990
-1,28,0.001,1990
-39,-63,0.0,1990
-5,-47,0.003,1990
46,76,0.001,1990
43,118,0.005,1990
-48,-67,0.0,1990
55,101,0.001,1990
-10,-63,0.004,1990
46,-101,0.0,1990
57,72,0.001,1990
37,65,0.003,1990
33,62,0.001,1990
28,102,0.009,1990
9,36,0.02,1990
37,-78,0.005,1990
-4,-73,0.006,1990
13,-16,0.026,1990
43,-95,0.003,1990
24,29,0.0,1990
0,43,0.004,1990
-23,36,0.003,1990
-5,141,0.001,1990
13,125,0.008,1990
47,45,0.001,1990
23,71,0.012,1990
15,108,0.006,1990
11,33,0.004,1990
-43,-74,0.001,1990
-9,-42,0.002,1990
25,102,0.038,1990
-13,27,0.002,1990
58,15,0.004,1990
35,112,0.097,1990
37,117,0.161,1990
34,73,0.12,1990
-4,132,0.0,1990
49,93,0.0,1990
11,-14,0.007,1990
48,-116,0.001,1990
-9,113,0.096,1990
5,-56,0.001,1990
1,-55,0.0,1990
53,49,0.012,1990
49,46,0.002,1990
29,47,0.008,1990
25,52,0.015,1990
-19,35,0.003,1990
68,31,0.001,1990
49,-101,0.0,1990
48,106,0.0,1990
40,77,0.003,1990
39,-90,0.005,1990
36,16,0.003,1990
50,119,0.004,1990
12,22,0.003,1990
-7,116,0.003,1990
11,93,0.001,1990
-12,44,0.01,1990
59,34,0.004,1990
39,55,0.003,1990
36,-97,0.006,1990
35,60,0.015,1990
30,-91,0.021,1990
-8,-40,0.009,1990
7,38,0.078,1990
8,99,0.014,1990
54,30,0.006,1990
30,24,0.0,1990
7,-9,0.005,1990
6,74,0.001,1990
17,-71,0.001,1990
-3,-66,0.0,1990
-26,31,0.004,1990
-27,-52,0.012,1990
45,63,0.001,1990
60,6,0.011,1990
41,68,0.002,1990
17,74,0.059,1990
-6,-45,0.004,1990
30,98,0.002,1990
45,-112,0.001,1990
42,114,0.005,1990
-16,-64,0.001,1990
21,-106,0.001,1990
54,79,0.001,1990
32,75,0.204,1990
28,70,0.046,1990
8,17,0.009,1990
-16,15,0.004,1990
55,39,0.051,1990
6,118,0.002,1990
31,33,0.021,1990
9,81,0.03,1990
42,-108,0.0,1990
-2,-47,0.013,1990
-6,152,0.003,1990
5,37,0.007,1990
65,26,0.003,1990
43,82,0.011,1990
45,131,0.045,1990
-4,152,0.0,1990
22,58,0.003,1990
-35,119,0.0,1990
46,-73,0.005,1990
-11,-68,0.003,1990
-14,14,0.005,1990
-15,-75,0.008,1990
0,105,0.003,1990
52,12,0.025,1990
28,130,0.003,1990
24,82,0.082,1990
-24,-58,0.0,1990
-28,-55,0.018,1990
43,-3,0.025,1990
20,76,0.08,1990
-24,-43,0.021,1990
-28,24,0.004,1990
43,14,0.031,1990
23,107,0.049,1990
38,-1,0.016,1990
-25,-68,0.002,1990
14,50,0.003,1990
25,114,0.059,1990
-18,146,0.002,1990
34,45,0.012,1990
49,89,0.0,1990
48,-96,0.001,1990
-18,33,0.011,1990
53,37,0.007,1990
29,19,0.001,1990
44,114,0.0,1990
5,25,0.0,1990
48,126,0.03,1990
63,16,0.001,1990
40,49,0.014,1990
39,10,0.018,1990
36,60,0.038,1990
35,7,0.022,1990
16,47,0.001,1990
39,27,0.014,1990
27,77,0.111,1990
29,98,0.001,1990
41,130,0.024,1990
54,26,0.028,1990
53,105,0.001,1990
-35,-70,0.014,1990
30,36,0.006,1990
6,38,0.045,1990
-25,-55,0.004,1990
-19,-49,0.008,1990
64,31,0.002,1990
41,32,0.016,1990
-29,-58,0.003,1990
36,120,0.174,1990
17,38,0.004,1990
32,112,0.092,1990
-7,28,0.003,1990
45,-76,0.004,1990
41,-83,0.032,1990
52,108,0.001,1990
51,23,0.035,1990
5,27,0.0,1990
-16,51,0.004,1990
55,11,0.015,1990
51,8,0.204,1990
32,-114,0.007,1990
31,117,0.124,1990
46,1,0.015,1990
18,-14,0.001,1990
-8,-69,0.0,1990
-6,124,0.003,1990
42,23,0.02,1990
18,33,0.001,1990
-1,-75,0.001,1990
33,5,0.006,1990
-14,50,0.006,1990
-18,-53,0.001,1990
-15,-47,0.001,1990
22,101,0.018,1990
0,125,0.011,1990
37,-7,0.01,1990
52,40,0.026,1990
13,39,0.022,1990
47,-109,0.0,1990
-10,-42,0.003,1990
24,118,0.12,1990
-33,117,0.004,1990
56,92,0.001,1990
33,-93,0.004,1990
47,36,0.04,1990
44,18,0.024,1990
43,-7,0.009,1990
20,40,0.004,1990
-4,30,0.094,1990
47,5,0.008,1990
44,-95,0.003,1990
62,17,0.003,1990
23,111,0.105,1990
20,-105,0.006,1990
38,27,0.021,1990
35,103,0.018,1990
15,36,0.011,1990
14,-3,0.013,1990
10,12,0.032,1990
47,86,0.001,1990
38,-122,0.032,1990
49,117,0.0,1990
29,2,0.0,1990
